id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
11|Diego Andrés Aristizábal Quintero|CE|1026401454|Otro|3139097578|diego.quintero11@outlook.com|Diagonal 62 #84-45|Peticion|2026-06-12 08:14:06|Otro|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi perro atendida recientemente.|Perro|Campus Medellín - Ciudadela Robledo|2026-07-12 08:14:06|Solucionada|mvelez_udea
12|David Andrés Peña Rodríguez|PP|1097280830|Corporativo|3023131350|david.rodriguez12@correo.com|Carrera 60 #84-19|Peticion|2026-02-26 13:29:25|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Casas Patrimoniales|2026-03-28 13:29:25|Solucionada|dgiraldo_udea
13|Laura Valentina López Londoño|CC|1003757254|Celular|3135915164|laura.londono13@outlook.com|Carrera 42 #34-70|Peticion|2026-02-17 09:27:55|Teléfono|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi perro lo antes posible.|Perro|Campus en el Área de la salud|2026-03-19 09:27:55|Registrada|jbedoya_udea
14|Nicolás Esteban Villa Betancourt|NIT|859072565|Otro|3091065976|nicolas.betancourt14@gmail.com|Carrera 80 #93-16|Peticion|2026-09-05 15:09:33|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Ciudad Universitaria|2026-10-05 15:09:33|En proceso|mtorres_udea
15|Melissa Valentina López Peña|CC|1060690025|Celular|3202063152|melissa.pena15@udea.edu.co|Avenida 65 #78-66|Peticion|2026-04-07 11:02:49|Correo electrónico|Solicitud de valoración nutricional|Pido una valoración nutricional para mi perro debido a un cambio reciente en su peso.|Perro|Campus Medellín - Edificio San Ignacio|2026-05-07 11:02:49|En proceso|rquintero_udea
16|Iván Esteban Mejía Torres|NIT|859340085|Corporativo|3115037248|ivan.torres16@udea.edu.co|Calle 39 #16-20|Peticion|2026-09-07 14:08:26|Otro|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi perro atendida recientemente.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-10-07 14:08:26|Registrada|cparra_udea
17|Miguel Esteban Osorio Ceballos|CC|1057917877|Otro|3266689424|miguel.ceballos17@udea.edu.co|Carrera 12 #93-47|Peticion|2026-08-06 17:53:14|Presencial|Solicitud de historia clínica|Solicito copia de la historia clínica de mi perro para efectos de un traslado de atención.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-09-05 17:53:14|Solucionada|apineda_udea
18|Ricardo Correa Gutiérrez|NIT|811282512|Corporativo|3141664179|ricardo.gutierrez18@gmail.com|Avenida 105 #55-87|Peticion|2026-09-03 08:58:50|Página web|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para perro en el campus.|Perro|Campus Medellín - Edificio Antioquia|2026-10-03 08:58:50|Registrada|rquintero_udea
19|Fernando José Cadavid Aristizábal|CE|1002259115|Celular|3215371335|fernando.aristizabal19@correo.com|Diagonal 9 #34-16|Peticion|2026-05-02 09:27:57|Teléfono|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-06-01 09:27:57|En proceso|rquintero_udea
20|Esteban Fernanda Franco Londoño|CC|1084378806|Fijo|3184453951|esteban.londono20@hotmail.com|Transversal 23 #35-45|Peticion|2026-02-06 11:03:11|Presencial|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-03-08 11:03:11|Registrada|admin_udea
21|María Valentina López Vélez|NIT|888115205|Otro|3187594889|maria.velez21@outlook.com|Avenida 30 #44-26|Peticion|2026-04-15 08:42:52|Otro|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi otro atendida recientemente.|Otro|Campus en el Área de la salud|2026-05-15 08:42:52|En proceso|dgiraldo_udea
22|Luisa Camila Pérez Zapata|CE|1089998797|Otro|3195063658|luisa.zapata22@hotmail.com|Calle 21 #35-58|Peticion|2026-03-02 08:42:53|Presencial|Solicitud de valoración nutricional|Pido una valoración nutricional para mi gato debido a un cambio reciente en su peso.|Gato|Campus Medellín - Edificio San Ignacio|2026-04-01 08:42:53|En proceso|dgiraldo_udea
23|Carolina Alejandro Torres Restrepo|CE|1037437199|Fijo|3235163759|carolina.restrepo23@outlook.com|Calle 105 #12-19|Peticion|2026-06-06 07:21:24|Teléfono|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi perro atendida recientemente.|Perro|Campus Medellín - Ciudad Universitaria|2026-07-06 07:21:24|En proceso|admin_udea
24|Alejandra Fernanda Álvarez Osorio|CC|1097194542|Fijo|3221734641|alejandra.osorio24@outlook.com|Transversal 104 #65-18|Peticion|2026-07-25 12:46:31|Redes sociales|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Edificio de Extensión|2026-08-24 12:46:31|Solucionada|admin_udea
25|Juliana José Ocampo Escobar|TI|1060584027|Celular|3201316094|juliana.escobar25@outlook.com|Carrera 1 #59-9|Peticion|2026-01-02 09:40:23|Otro|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi perro atendida recientemente.|Perro|Campus Medellín - Edificio de Extensión|2026-02-01 09:40:23|Solucionada|mvelez_udea
26|Álvaro Valentina Zapata Ceballos|PP|1099298112|Corporativo|3279287085|alvaro.ceballos26@udea.edu.co|Calle 88 #37-99|Peticion|2026-02-28 11:15:46|Presencial|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi perro lo antes posible.|Perro|Campus Medellín - Sede de Posgrado|2026-03-30 11:15:46|Registrada|scardenas_udea
27|Laura Alejandro Jaramillo Castaño|CE|1092903521|Fijo|3075879761|laura.castano27@outlook.com|Avenida 60 #99-16|Peticion|2026-01-16 07:31:17|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Sede de Posgrado|2026-02-15 07:31:17|En proceso|mvelez_udea
28|Óscar Giraldo Salazar|CC|1078043900|Otro|3029792363|oscar.salazar28@hotmail.com|Avenida 105 #81-66|Peticion|2026-05-13 10:58:59|Página web|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para perro en el campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-06-12 10:58:59|Solucionada|dgiraldo_udea
29|Jorge Esteban Cadavid Vargas|CC|1018885403|Fijo|3157310014|jorge.vargas29@hotmail.com|Calle 1 #42-97|Peticion|2026-01-16 17:28:25|Página web|Solicitud de historia clínica|Solicito copia de la historia clínica de mi gato para efectos de un traslado de atención.|Gato|Campus Medellín - Edificio Antioquia|2026-02-15 17:28:25|Registrada|lrestrepo_udea
30|Ximena Ceballos Giraldo|CE|1057452267|Corporativo|3105708319|ximena.giraldo30@correo.com|Calle 37 #82-20|Peticion|2026-02-13 13:55:37|Correo electrónico|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-03-15 13:55:37|En proceso|rquintero_udea
31|Felipe Andrés Bedoya Herrera|PP|1098294684|Celular|3173324861|felipe.herrera31@hotmail.com|N/A|Peticion|2026-07-18 15:13:46|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para perro en el campus.|Perro|Campus en el Área de la salud|2026-08-17 15:13:46|Registrada|apineda_udea
32|Esteban Alejandro Giraldo Ramírez|CE|1052931147|Corporativo|3023712153|esteban.ramirez32@correo.com|Carrera 104 #64-71|Peticion|2026-07-21 10:19:30|Correo electrónico|Solicitud de historia clínica|Solicito copia de la historia clínica de mi otro para efectos de un traslado de atención.|Otro|Campus Medellín - Casas Patrimoniales|2026-08-20 10:19:30|En proceso|apineda_udea
33|Manuela Camila López Vélez|TI|1034676165|Celular|3231336915|manuela.velez33@udea.edu.co|Transversal 68 #27-49|Peticion|2026-03-11 15:05:20|Página web|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-04-10 15:05:20|Registrada|apineda_udea
34|Paula José Herrera Londoño|NIT|857960138|Fijo|3103134850|paula.londono34@correo.com|Transversal 115 #61-76|Peticion|2026-02-09 10:24:25|Teléfono|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi otro atendida recientemente.|Otro|Campus Medellín - Ciudad Universitaria|2026-03-11 10:24:25|Registrada|fherrera_udea
35|Melissa Esteban Montoya Torres|CC|1086885593|Fijo|3111663476|melissa.torres35@correo.com|Carrera 118 #5-83|Peticion|2026-03-05 15:43:06|Otro|Solicitud de historia clínica|Solicito copia de la historia clínica de mi otro para efectos de un traslado de atención.|Otro|Campus Medellín - Edificio San Ignacio|2026-04-04 15:43:06|Registrada|mtorres_udea
36|Diego Valentina Álvarez Palacio|CC|1030008806|Celular|3201175517|diego.palacio36@outlook.com|Avenida 36 #41-83|Peticion|2026-02-10 15:37:12|Correo electrónico|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi gato.|Gato|Campus Medellín - Casas Patrimoniales|2026-03-12 15:37:12|Solucionada|lrestrepo_udea
37|Carolina Andrés Gómez Duque|CE|1010883993|Celular|3138118948|carolina.duque37@hotmail.com|Carrera 90 #44-92|Peticion|2026-01-07 14:56:43|Teléfono|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi otro atendida recientemente.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-02-06 14:56:43|Solucionada|fherrera_udea
38|Santiago Giraldo Ceballos|NIT|862426554|Celular|3045948152|santiago.ceballos38@correo.com|Diagonal 24 #29-63|Peticion|2026-04-16 10:19:49|Teléfono|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi perro lo antes posible.|Perro|Campus Medellín - Ciudad Universitaria|2026-05-16 10:19:49|Solucionada|jgomez_udea
39|Gabriela Marín Gómez|NIT|842171205|Fijo|3212331459|gabriela.gomez39@gmail.com|Avenida 84 #68-96|Peticion|2026-07-02 07:11:25|Teléfono|Solicitud de historia clínica|Solicito copia de la historia clínica de mi gato para efectos de un traslado de atención.|Gato|Campus Medellín - Ciudad Universitaria|2026-08-01 07:11:25|En proceso|mtorres_udea
40|Leonardo Sofía Herrera Gutiérrez|PP|1016603844|Fijo|3237377517|leonardo.gutierrez40@hotmail.com|Avenida 56 #12-7|Peticion|2026-02-01 08:17:05|Otro|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi gato atendida recientemente.|Gato|Campus Medellín - Casas Patrimoniales|2026-03-03 08:17:05|Registrada|dgiraldo_udea
41|Iván Esteban Vélez Cano|CE|1005455881|Otro|3108785477|ivan.cano41@correo.com|Calle 96 #9-78|Peticion|2026-01-21 13:15:51|Página web|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi otro atendida recientemente.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-02-20 13:15:51|En proceso|dgiraldo_udea
42|Angélica Jaramillo Ceballos|CE|1003255679|Corporativo|3018972349|angelica.ceballos42@udea.edu.co|Transversal 117 #56-64|Peticion|2026-05-01 16:58:51|Correo electrónico|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Casas Patrimoniales|2026-05-31 16:58:51|Registrada|admin_udea
43|Estefanía Fernanda Aristizábal Bedoya|TI|1068704012|Fijo|3063683304|estefania.bedoya43@gmail.com|Transversal 5 #62-71|Peticion|2026-06-28 12:29:23|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-07-28 12:29:23|Registrada|fherrera_udea
44|Sebastián David Jaramillo Franco|CC|1017841718|Fijo|3174941526|sebastian.franco44@outlook.com|Calle 38 #38-36|Peticion|2026-02-14 14:45:28|Redes sociales|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi perro lo antes posible.|Perro|Campus Medellín - Edificio San Ignacio|2026-03-16 14:45:28|En proceso|cparra_udea
45|Estefanía Fernanda Vélez Montoya|TI|1043800334|Fijo|3065222049|estefania.montoya45@gmail.com|Diagonal 84 #13-84|Peticion|2026-04-08 09:18:56|Teléfono|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi otro lo antes posible.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-08 09:18:56|Registrada|admin_udea
46|Óscar Andrés Montoya Herrera|CC|1010081977|Corporativo|3183982301|oscar.herrera46@udea.edu.co|Diagonal 100 #86-1|Peticion|2026-04-04 07:12:38|Presencial|Solicitud de cita para esterilización|Quisiera solicitar una cita para el procedimiento de esterilización de mi otro lo antes posible.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-05-04 07:12:38|Registrada|admin_udea
47|Isabella Alejandro Sánchez Restrepo|TI|1054894365|Corporativo|3254106219|isabella.restrepo47@outlook.com|Avenida 5 #64-71|Peticion|2026-01-20 17:58:13|Teléfono|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Ciudadela Robledo|2026-02-19 17:58:13|En proceso|mvelez_udea
48|Gabriela Antonia López Sánchez|NIT|856082257|Celular|3046992514|gabriela.sanchez48@udea.edu.co|N/A|Peticion|2026-03-13 11:26:18|Página web|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-04-12 11:26:18|En proceso|jbedoya_udea
49|Gabriela Andrés Pérez Palacio|TI|1021816364|Otro|3001867304|gabriela.palacio49@outlook.com|Carrera 117 #51-12|Peticion|2026-02-27 08:25:36|Redes sociales|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi gato atendida recientemente.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-03-29 08:25:36|Solucionada|rquintero_udea
50|Julián Camila Ospina Giraldo|TI|1016998722|Fijo|3076276870|julian.giraldo50@correo.com|Diagonal 50 #12-92|Peticion|2026-02-04 13:31:48|Redes sociales|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus en el Área de la salud|2026-03-06 13:31:48|Solucionada|lrestrepo_udea
51|Angélica Sofía Franco Vélez|PP|1016516391|Fijo|3034231219|angelica.velez51@correo.com|Diagonal 87 #5-86|Peticion|2026-04-02 13:33:10|Página web|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi gato.|Gato|Campus Medellín - Ciudadela Robledo|2026-05-02 13:33:10|En proceso|scardenas_udea
52|Valeria Valentina Álvarez Bedoya|CE|1059967057|Otro|3273999160|valeria.bedoya52@correo.com|Calle 63 #60-31|Peticion|2026-05-19 10:27:24|Teléfono|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi otro.|Otro|Campus Medellín - Casas Patrimoniales|2026-06-18 10:27:24|Registrada|apineda_udea
53|Gabriela David Zapata Londoño|CE|1005456169|Otro|3222379775|gabriela.londono53@hotmail.com|Diagonal 97 #65-49|Peticion|2026-06-03 14:32:32|Otro|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus en el Área de la salud|2026-07-03 14:32:32|Registrada|mvelez_udea
54|Angélica David Vélez Londoño|PP|1033852498|Corporativo|3055613610|angelica.londono54@udea.edu.co|Carrera 118 #62-27|Peticion|2026-03-22 10:04:53|Redes sociales|Solicitud de valoración nutricional|Pido una valoración nutricional para mi gato debido a un cambio reciente en su peso.|Gato|Campus Medellín - Edificio San Ignacio|2026-04-21 10:04:53|Solucionada|rquintero_udea
55|Natalia Alejandro Herrera Restrepo|TI|1050578720|Fijo|3042930700|natalia.restrepo55@outlook.com|Calle 47 #58-72|Peticion|2026-07-06 17:59:17|Redes sociales|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-08-05 17:59:17|En proceso|rquintero_udea
56|Rodrigo Sofía Ceballos Herrera|CE|1030876426|Otro|3091810196|rodrigo.herrera56@hotmail.com|Diagonal 82 #75-85|Peticion|2026-06-19 09:23:21|Página web|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi perro atendida recientemente.|Perro|Campus Medellín - Ciudad Universitaria|2026-07-19 09:23:21|Solucionada|admin_udea
57|Jorge Camila Giraldo Franco|PP|1087658729|Otro|3001912563|jorge.franco57@correo.com|Diagonal 14 #67-46|Peticion|2026-09-12 07:08:31|Redes sociales|Solicitud de valoración nutricional|Pido una valoración nutricional para mi perro debido a un cambio reciente en su peso.|Perro|Campus Medellín - Sede de Posgrado|2026-10-12 07:08:31|En proceso|scardenas_udea
58|Alejandra José Londoño Marín|CE|1020040462|Otro|3112068182|alejandra.marin58@gmail.com|Avenida 34 #2-8|Peticion|2026-03-05 07:59:51|Otro|Solicitud de historia clínica|Solicito copia de la historia clínica de mi perro para efectos de un traslado de atención.|Perro|Campus Medellín - Edificio de Extensión|2026-04-04 07:59:51|En proceso|scardenas_udea
59|Catalina José Montoya Quintero|NIT|854490884|Otro|3033671211|catalina.quintero59@correo.com|N/A|Peticion|2026-04-06 07:02:03|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Sede de Posgrado|2026-05-06 07:02:03|Registrada|fherrera_udea
60|Santiago Valentina Quintero Castaño|NIT|897214715|Otro|3181106525|santiago.castano60@udea.edu.co|Transversal 60 #11-95|Peticion|2026-03-17 11:04:19|Otro|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para otro en el campus.|Otro|Campus Medellín - Casas Patrimoniales|2026-04-16 11:04:19|Registrada|lrestrepo_udea
61|Sebastián Fernanda Osorio Castaño|CC|1074328134|Celular|3269778588|sebastian.castano61@hotmail.com|Avenida 115 #28-11|Peticion|2026-06-24 11:45:03|Redes sociales|Solicitud de historia clínica|Solicito copia de la historia clínica de mi gato para efectos de un traslado de atención.|Gato|Campus Medellín - Ciudad Universitaria|2026-07-24 11:45:03|Registrada|cparra_udea
62|Natalia Andrés Arboleda Ceballos|CE|1089286495|Fijo|3278921203|natalia.ceballos62@outlook.com|Calle 56 #93-30|Peticion|2026-07-11 16:15:24|Redes sociales|Solicitud de historia clínica|Solicito copia de la historia clínica de mi otro para efectos de un traslado de atención.|Otro|Campus Medellín - Edificio San Ignacio|2026-08-10 16:15:24|Registrada|fherrera_udea
63|Angélica José Zapata Zuluaga|TI|1019037655|Fijo|3201517910|angelica.zuluaga63@correo.com|Carrera 82 #6-90|Peticion|2026-01-01 08:06:39|Presencial|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-01-31 08:06:39|Registrada|scardenas_udea
64|Emmanuel Alejandro Vélez Higuita|CC|1085117226|Otro|3049004667|emmanuel.higuita64@correo.com|Carrera 97 #83-27|Peticion|2026-02-08 10:13:07|Página web|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para perro en el campus.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-03-10 10:13:07|En proceso|fherrera_udea
65|Diego Ospina Jaramillo|CE|1004158247|Celular|3108322408|diego.jaramillo65@outlook.com|Calle 91 #7-69|Peticion|2026-06-11 16:32:30|Redes sociales|Solicitud de valoración nutricional|Pido una valoración nutricional para mi gato debido a un cambio reciente en su peso.|Gato|Campus Medellín - Sede de Posgrado|2026-07-11 16:32:30|Solucionada|mvelez_udea
66|Alexander Fernanda Arboleda Palacio|CC|1065965878|Fijo|3229297703|alexander.palacio66@outlook.com|Avenida 66 #34-74|Peticion|2026-05-25 07:00:22|Correo electrónico|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para gato en el campus.|Gato|Campus Medellín - Edificio San Ignacio|2026-06-24 07:00:22|Registrada|jbedoya_udea
67|Jorge Esteban Arboleda Ríos|CC|1053857623|Otro|3118082166|jorge.rios67@correo.com|Avenida 34 #55-70|Peticion|2026-09-26 08:40:20|Redes sociales|Solicitud de información sobre servicio veterinario|Solicito información sobre los servicios de consulta general disponibles para gato en el campus.|Gato|Campus en el Área de la salud|2026-10-26 08:40:20|En proceso|mtorres_udea
68|Jorge Esteban Londoño Higuita|NIT|874321185|Celular|3253844585|jorge.higuita68@udea.edu.co|Transversal 33 #75-30|Peticion|2026-06-19 12:33:09|Correo electrónico|Solicitud de historia clínica|Solicito copia de la historia clínica de mi gato para efectos de un traslado de atención.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-07-19 12:33:09|En proceso|mtorres_udea
69|Hernán Andrés Mejía Vélez|CE|1070085646|Corporativo|3124962997|hernan.velez69@hotmail.com|Carrera 94 #14-22|Peticion|2026-03-24 09:15:46|Otro|Solicitud de valoración nutricional|Pido una valoración nutricional para mi gato debido a un cambio reciente en su peso.|Gato|Campus Medellín - Ciudadela Robledo|2026-04-23 09:15:46|Registrada|fherrera_udea
70|Laura Camila Ramírez Builes|CE|1027708439|Otro|3171569277|laura.builes70@correo.com|Transversal 56 #89-29|Peticion|2026-05-07 08:40:58|Redes sociales|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-06-06 08:40:58|En proceso|admin_udea
71|Laura Fernanda Quintero Ceballos|PP|1086865861|Celular|3134835374|laura.ceballos71@gmail.com|Calle 41 #34-81|Peticion|2026-04-28 13:44:36|Otro|Solicitud de historia clínica|Solicito copia de la historia clínica de mi otro para efectos de un traslado de atención.|Otro|Campus Medellín - Ciudadela Robledo|2026-05-28 13:44:36|En proceso|lrestrepo_udea
72|Gabriela Antonia Arboleda Jaramillo|PP|1088731771|Otro|3051178377|gabriela.jaramillo72@udea.edu.co|Transversal 14 #5-33|Peticion|2026-08-01 16:54:26|Redes sociales|Solicitud de historia clínica|Solicito copia de la historia clínica de mi otro para efectos de un traslado de atención.|Otro|Campus Medellín - Sede de Posgrado|2026-08-31 16:54:26|Registrada|jbedoya_udea
73|Santiago Valentina Ospina Cárdenas|NIT|870019814|Otro|3168665670|santiago.cardenas73@gmail.com|Carrera 98 #16-94|Peticion|2026-09-07 14:32:01|Redes sociales|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-10-07 14:32:01|Solucionada|admin_udea
74|Diego Fernanda Correa Vargas|CC|1077869804|Celular|3114765265|diego.vargas74@hotmail.com|Transversal 68 #29-51|Peticion|2026-02-14 13:40:44|Teléfono|Petición de horario de atención|Necesito conocer el horario de atención del hospital veterinario para planear una visita con mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-03-16 13:40:44|Registrada|jgomez_udea
75|Adriana David Álvarez Vélez|PP|1039505957|Fijo|3228875252|adriana.velez75@hotmail.com|Carrera 49 #88-33|Peticion|2026-03-12 17:40:53|Teléfono|Solicitud de certificado de vacunación|Solicito se me expida el certificado de vacunación de mi gato atendida recientemente.|Gato|Campus en el Área de la salud|2026-04-11 17:40:53|En proceso|admin_udea
